dataset,classifier,method,gmean,worst_recall,balanced_accuracy,macro_f1,sampling_seconds,train_after,rank
wine,knn,gpmr_full,0.9567548837374436,0.8830476190476191,0.9596825396825398,0.953121081768074,0.0037770459963940082,141.6,3.0
wine,knn,no_capacity,0.955424703044775,0.8775238095238095,0.9585079365079365,0.9513390798397452,0.0036382919922471045,141.6,4.0
wine,knn,removal_objective_only,0.9571321616953746,0.8844761904761904,0.9601587301587301,0.9535374418641942,0.004010946017224341,141.6,2.0
wine,knn,uniform_mass,0.9573384211551647,0.8830476190476191,0.9603492063492064,0.9536555675896426,0.004130211994051934,141.6,1.0
wine,rf,addition_objective_only,0.9827903852437379,0.9504285714285714,0.9834761904761905,0.9806096792293378,0.00409684399375692,141.6,2.0
wine,rf,gpmr_full,0.9827933082673241,0.9506666666666667,0.9835555555555555,0.980559741908436,0.0037770459963940082,141.6,1.0
wine,rf,no_capacity,0.9817088297024682,0.9474285714285715,0.9824761904761905,0.979522866648146,0.0036382919922471045,141.6,4.0
wine,rf,removal_objective_only,0.9823164021888359,0.9493333333333334,0.9831111111111112,0.9799976470160325,0.004010946017224341,141.6,3.0
wine,rf,uniform_mass,0.980161364025463,0.9458484848484849,0.980949494949495,0.9778341808914943,0.004130211994051934,141.6,5.0
winequality-red,cart,addition_objective_only,0.08487926682217634,0.05229046617752326,0.3505070533424087,0.2688494193659118,0.03721082399832085,603.6,5.0
winequality-red,cart,gpmr_full,0.11712241850799804,0.07300591296826534,0.36343293542836036,0.27447972614308536,0.03612638999707997,603.6,1.0
winequality-red,cart,no_capacity,0.08736725915674831,0.052304491768074446,0.3509398927862925,0.2716432522919942,0.03576461599674076,603.6,3.0
winequality-red,cart,removal_objective_only,0.0915904577815068,0.056515002386065376,0.3549220671351885,0.27219801467510574,0.03722984200809151,603.6,2.0
winequality-red,cart,uniform_mass,0.0853408590426986,0.05551600900739681,0.352237308181184,0.27456001330420327,0.038247129996307194,603.6,4.0
winequality-red,knn,addition_objective_only,0.21295740637142302,0.13427055515023034,0.37379716901597015,0.24691169518660594,0.03721082399832085,603.6,1.0
winequality-red,knn,gpmr_full,0.16116349904944227,0.08461245078740158,0.346973487278722,0.22563629230018223,0.03612638999707997,603.6,4.0
winequality-red,knn,no_capacity,0.20184012564751558,0.10850348962061561,0.354937044824104,0.2298859835799967,0.03576461599674076,603.6,3.0
winequality-red,knn,removal_objective_only,0.14750369635423563,0.07689960629921261,0.3468100774087825,0.22647715403322052,0.03722984200809151,603.6,5.0
winequality-red,knn,uniform_mass,0.21018319857708548,0.13065171559855152,0.36767549351545703,0.24536463492733218,0.038247129996307194,603.6,2.0
winequality-red,rf,addition_objective_only,0.1529013017389581,0.09129396325459319,0.4069205871104844,0.3181163604185527,0.03721082399832085,603.6,4.0
winequality-red,rf,gpmr_full,0.16428989589729015,0.09705496152469578,0.41397264206634105,0.3132357848480433,0.03612638999707997,603.6,1.0
winequality-red,rf,no_capacity,0.14161838963414186,0.08589906197804821,0.40185243573360097,0.31021690949507996,0.03576461599674076,603.6,5.0
winequality-red,rf,removal_objective_only,0.1614630389547872,0.097023741350513,0.4098125061370795,0.3139732521462332,0.03722984200809151,603.6,2.0
winequality-red,rf,uniform_mass,0.15432181717092466,0.08609213194941541,0.4152056038965556,0.3214522509000341,0.038247129996307194,603.6,3.0
