dataset,classifier,method,gmean,gmean_std,worst_recall,balanced_accuracy,macro_f1,rank
car,rf,mc_ccr,0.943719806384862,0.0291424199017588,0.866271216821456,0.9457785874412667,0.9307697609466428,2.0
car,rf,mdo,0.8975093828557367,0.045592384529283,0.7403296703296703,0.9057705332944568,0.9071512239205776,12.0
car,rf,none,0.889859490620498,0.0423194540903239,0.7332967032967034,0.8982395893580104,0.901162536191424,14.0
car,rf,ros,0.9467477306828518,0.0249116432080336,0.8715339206248298,0.9484116063362475,0.93273880956359,1.0
car,rf,rus,0.890325221024354,0.0264317042513564,0.7818980301994657,0.8949987392989786,0.7870009835203403,13.0
car,rf,smote,0.9390825626954812,0.0288358974449174,0.8522268640450459,0.9414377130046988,0.9265227515496752,5.0
car,rf,soup,0.9054549233993392,0.021257296722667,0.8140893556204561,0.908550355147245,0.8138068500080956,11.0
cleveland,cart,allknn,0.0,0.0,0.0,0.2878991341991341,0.2440496051597281,15.0
cleveland,cart,borderline_smote,0.0531388243004142,0.1247580950579001,0.0254545454545454,0.2908051948051948,0.285139545523874,9.0
cleveland,cart,global_cs,0.0141454250762933,0.0700820748442399,0.0057142857142857,0.282762987012987,0.2782893237556283,14.0
cleveland,cart,gmm_sampling,0.045801665130981,0.115813084632447,0.0199999999999999,0.3046730519480519,0.2909104874053666,11.0
cleveland,cart,gpmr_v3,0.0728734002610115,0.1329384840020923,0.0324675324675324,0.284119264069264,0.2669249129989628,2.0
cleveland,cart,kde_reconstructed,0.0677026766408225,0.1317630036630386,0.0336883116883116,0.3048611471861471,0.2961100195168149,6.0
cleveland,cart,mc_ccr,0.0184207610998915,0.0744412646551768,0.0083116883116883,0.2607972943722944,0.2594902232963404,13.0
cleveland,cart,mdo,0.0704759226571688,0.1358081417492729,0.029090909090909,0.3028147186147186,0.2948472501099515,4.5
cleveland,cart,none,0.0704759226571688,0.1358081417492729,0.029090909090909,0.3028147186147186,0.2948472501099515,4.5
cleveland,cart,ros,0.0287710909762153,0.0888827637743579,0.0111688311688311,0.2871443722943723,0.2791675054615323,12.0
cleveland,cart,rus,0.1229703097287655,0.1618444120151885,0.0583809523809523,0.2886903679653679,0.2593841443054664,1.0
cleveland,cart,smote,0.0627587699378997,0.1297810181751965,0.0271861471861471,0.3022372294372294,0.2942764454723311,8.0
cleveland,cart,soup,0.0632904413331758,0.1304347082002419,0.0332467532467532,0.2858310606060605,0.2720955895384357,7.0
cleveland,knn,allknn,0.0,0.0,0.0,0.2412388528138527,0.1909703428205333,14.0
cleveland,knn,borderline_smote,0.0397719989091685,0.111135282335484,0.0171428571428571,0.3245713203463203,0.3158487735745656,8.0
cleveland,knn,global_cs,0.0137040521669127,0.0682894237136112,0.0057142857142857,0.3088071428571428,0.2960050067816671,11.5
cleveland,knn,gmm_sampling,0.059786350111854,0.140124996968342,0.035064935064935,0.3292320346320345,0.3181195858593919,5.0
cleveland,knn,gpmr_v3,0.1332386765553381,0.1709201069500054,0.0562337662337662,0.3434843073593073,0.319352300751347,1.0
cleveland,knn,kde_reconstructed,0.0674127244032661,0.1470415362414846,0.0311688311688311,0.3494933982683982,0.3431678132472996,4.0
cleveland,knn,mc_ccr,0.0137040521669127,0.0682894237136112,0.0057142857142857,0.3079142857142857,0.295443090294895,11.5
cleveland,knn,mdo,0.0,0.0,0.0,0.3002496753246753,0.2866697129787921,14.0
cleveland,knn,none,0.0,0.0,0.0,0.3002496753246753,0.2866697129787921,14.0
cleveland,knn,ros,0.0298607256109147,0.1025917904389679,0.014025974025974,0.3161902597402597,0.3079729196416117,10.0
cleveland,knn,rus,0.0966087928595468,0.1696664890880681,0.0521558441558441,0.3287851731601731,0.3099860161391171,3.0
cleveland,knn,smote,0.0351836289782877,0.1071276168653993,0.0142857142857142,0.3162835497835497,0.3087582218891121,9.0
cleveland,knn,soup,0.121347504852484,0.1686695071894285,0.0568831168831168,0.3293833333333333,0.3057004055955407,2.0
cleveland,rf,allknn,0.0,0.0,0.0,0.2414209956709956,0.1916822993639314,13.5
cleveland,rf,borderline_smote,0.0304262013294422,0.1053002244302188,0.0137662337662337,0.3195524891774891,0.3091666098549633,7.0
cleveland,rf,global_cs,0.0059755809982943,0.0422537384542342,0.0028571428571428,0.3154582251082251,0.3085051910965538,10.0
cleveland,rf,gmm_sampling,0.0245654187050587,0.0853411430090427,0.0114285714285714,0.3014833333333333,0.2942722461358341,9.0
cleveland,rf,gpmr_v3,0.0829253358598023,0.1533141129488379,0.0392207792207792,0.33763658008658,0.3223529562013063,2.0
cleveland,rf,kde_reconstructed,0.0294373141252595,0.0897548129151509,0.0122077922077922,0.307407251082251,0.2969342075740026,8.0
cleveland,rf,mc_ccr,0.0,0.0,0.0,0.2990058441558441,0.287822073785842,13.5
cleveland,rf,mdo,0.0,0.0,0.0,0.2918787878787878,0.2779370758178436,13.5
cleveland,rf,none,0.0,0.0,0.0,0.2918787878787878,0.2779370758178436,13.5
cleveland,rf,ros,0.0055739343149763,0.0394136675200815,0.0018181818181818,0.307362987012987,0.299145637095388,11.0
cleveland,rf,rus,0.1226036570023954,0.1768525153301199,0.0667792207792207,0.3307589826839826,0.3136998615644332,1.0
cleveland,rf,smote,0.0405528576307496,0.1021082221883953,0.0149870129870129,0.3128602813852813,0.3037204320691314,5.0
cleveland,rf,soup,0.0406645743653325,0.1118343197664411,0.0187012987012986,0.319594264069264,0.3108108016237787,4.0
contraceptive,cart,allknn,0.4970522951951098,0.0310344323403029,0.407297203315677,0.5078131358465087,0.4847635806291718,1.0
contraceptive,cart,borderline_smote,0.44396290442329,0.0316827124550062,0.3641912368483113,0.4536174905152393,0.4519997207731346,14.0
contraceptive,cart,global_cs,0.4521932359380045,0.0347185228115095,0.3661610022676194,0.4623338083448526,0.4608596199591499,9.0
contraceptive,cart,gmm_sampling,0.4652396103951118,0.03268854010591,0.4116305212744773,0.4683918603509196,0.4612119419454065,6.0
contraceptive,cart,gpmr_v3,0.470847449138474,0.0317089501536187,0.4115894872969145,0.4749148170174204,0.4702537860811084,4.0
contraceptive,cart,kde_reconstructed,0.4457837094539322,0.0303379737456074,0.3599202135834508,0.4553626523825387,0.4539091252775158,12.0
contraceptive,cart,mc_ccr,0.4597492732205148,0.0298915652298202,0.3895535294470658,0.4660026870121788,0.4640975319855382,7.0
contraceptive,cart,mdo,0.4469522007046464,0.0304028525366546,0.3658187619609237,0.4565833363322831,0.4553850264267575,11.0
contraceptive,cart,none,0.4446755407073665,0.0257635673565123,0.3549857379423426,0.4562585054567993,0.455166680252077,13.0
contraceptive,cart,ros,0.442677319336941,0.0297908936921963,0.3533607441738403,0.4536018600539561,0.4527413505265598,15.0
contraceptive,cart,rus,0.454968478255896,0.0292282585735069,0.3847685590727094,0.4603346945084834,0.453254886724065,8.0
contraceptive,cart,smote,0.448980106912215,0.0285314517541876,0.3666933465169867,0.4577762766180683,0.4557480880454749,10.0
contraceptive,cart,soup,0.4686468359790728,0.029577970702702,0.4197600975391583,0.4713143430317227,0.4656681123681023,5.0
contraceptive,knn,allknn,0.4457736528040604,0.03191440591401,0.3048279287362919,0.4699701809763028,0.4344757595442308,12.0
contraceptive,knn,borderline_smote,0.4623849678611236,0.0291530075416482,0.3962307598628847,0.4675166254908328,0.4545333401608167,4.0
contraceptive,knn,global_cs,0.4512412889109755,0.0265003381542656,0.3616276413478012,0.4594514594087266,0.4450059714031748,10.0
contraceptive,knn,gmm_sampling,0.4604885876724982,0.026214697562583,0.3763861013661128,0.46778503543441,0.4535301698382655,5.0
contraceptive,knn,gpmr_v3,0.4663489053317836,0.0255556663101803,0.3858519848068677,0.4741399109300614,0.4558178212081156,1.0
contraceptive,knn,kde_reconstructed,0.4454368068505948,0.0277832795538754,0.3552242757966566,0.4562865649482074,0.4527654972327093,13.0
contraceptive,knn,mc_ccr,0.4402311381070285,0.0299461763918362,0.2937388159147154,0.4606411865760386,0.4382199273533056,15.0
contraceptive,knn,mdo,0.4462935839910356,0.0289879086299218,0.3523106496488018,0.4590046195025926,0.4557596163691647,11.0
contraceptive,knn,none,0.445356720475242,0.0281209804221983,0.3490882356815682,0.4590413933797184,0.4570696810602161,14.0
contraceptive,knn,ros,0.4516499226633857,0.0286714488974896,0.3739927663562867,0.4583156299347603,0.4445486762435103,9.0
contraceptive,knn,rus,0.4633456678802535,0.0287195252152652,0.3573132305349324,0.4738714150824886,0.4574743962437145,3.0
contraceptive,knn,smote,0.4586639484894024,0.0239888356767979,0.3829445643880891,0.464686466720904,0.4515102391579021,7.0
contraceptive,knn,soup,0.4660193549161729,0.0269558177922919,0.3945342106524298,0.4717347126303489,0.4596268641571364,2.0
contraceptive,rf,allknn,0.5089539538270376,0.031505351608384,0.4020802145674523,0.522080981760042,0.4963116483453718,6.0
contraceptive,rf,borderline_smote,0.4886471145295122,0.0314822385757935,0.3895304072545222,0.4991682506813606,0.4993931892187121,12.0
contraceptive,rf,global_cs,0.4919159935213973,0.0298851482256373,0.4130314369691442,0.4993717871862189,0.4978337986117641,9.0
contraceptive,rf,gmm_sampling,0.5085176523270953,0.0306801551489423,0.4570566782829285,0.5109511825138751,0.5053562560467784,7.0
contraceptive,rf,gpmr_v3,0.5125315404369745,0.0343754441775991,0.4509536757754834,0.5162059320337878,0.512431044078823,3.0
contraceptive,rf,kde_reconstructed,0.4808822827075796,0.0287779673714596,0.3638872327526998,0.4948407556605829,0.4960288186582439,13.0
contraceptive,rf,mc_ccr,0.4906078039296589,0.0257343361327614,0.3900625241995205,0.5014373118221073,0.5019820969484536,10.0
contraceptive,rf,mdo,0.4793683067114782,0.0280682446476048,0.3607906240047361,0.4939316292906984,0.4950379226821909,15.0
contraceptive,rf,none,0.480066497157425,0.0312871916705823,0.3590126750598804,0.4953338167024702,0.4967374068318093,14.0
contraceptive,rf,ros,0.4902224607316718,0.0333915312517184,0.402363118212995,0.49892884895302,0.498515234519796,11.0
contraceptive,rf,rus,0.5102557182479375,0.0316148774865776,0.4503675873268515,0.5137008381145869,0.5055336168375593,5.0
contraceptive,rf,smote,0.4928653494505637,0.0290688404594853,0.3938318118147128,0.5035695809104805,0.5038150420390847,8.0
contraceptive,rf,soup,0.5103518583566059,0.0270804708863552,0.4571518621104785,0.5131795896391077,0.5089997283149613,4.0
dermatology,cart,allknn,0.9282904498746332,0.0437406398087799,0.7640505050505051,0.9357428947863732,0.935643592926547,9.0
dermatology,cart,borderline_smote,0.9271948240123544,0.0452431098485245,0.769991341991342,0.9337585273020056,0.9331610070325552,10.0
dermatology,cart,global_cs,0.9318490054049846,0.0421140053413047,0.7836048685613903,0.9375136457745152,0.9348543837181548,7.0
dermatology,cart,gmm_sampling,0.9421821247313058,0.0383718344387144,0.8097662337662338,0.947272225359182,0.938728486689228,2.0
dermatology,cart,gpmr_v3,0.934608267097924,0.0449938597750337,0.7876219336219336,0.940365110734676,0.935182607214902,6.0
dermatology,cart,kde_reconstructed,0.9226188649595828,0.0494394535268354,0.7656262626262627,0.9302026371374196,0.9272122659609506,14.0
dermatology,cart,mc_ccr,0.9311937798396834,0.0494590279682207,0.7826262626262626,0.9379553087813958,0.9355560642427124,8.0
dermatology,cart,mdo,0.9500308277844052,0.0245996518992665,0.8205036075036075,0.9532842712842714,0.9497580460598484,1.0
dermatology,cart,none,0.917805046877622,0.0429215910833559,0.749090909090909,0.9248288579375537,0.9245153536790924,15.0
dermatology,cart,ros,0.935589013007856,0.03656059850975,0.784968253968254,0.9409064349499132,0.9364455959677744,4.0
dermatology,cart,rus,0.9264093614126104,0.0448083639965437,0.7806469665600101,0.9327189284145806,0.9246501450644418,12.0
dermatology,cart,smote,0.9353774301881456,0.044433122124391,0.7892135642135643,0.9410171591693332,0.9392889854989196,5.0
dermatology,cart,soup,0.9407477808356528,0.0383853144596684,0.8003535353535354,0.9460552418595896,0.9389343284152764,3.0
dermatology,knn,allknn,0.9426984499079744,0.0272427805628921,0.766070707070707,0.9486897442332224,0.943588976350568,11.0
dermatology,knn,borderline_smote,0.924631628475682,0.0307802069768313,0.76,0.930241347219608,0.9271670064561672,14.0
dermatology,knn,global_cs,0.9451028437467448,0.0254851423099732,0.8043333333333333,0.9488613568396176,0.9436618335555236,9.0
dermatology,knn,gmm_sampling,0.9339065369276046,0.0283831669632652,0.7386767676767677,0.940708628730368,0.931834479388881,13.0
dermatology,knn,gpmr_v3,0.95051192336183,0.0208113320683776,0.8036666666666666,0.9542936821632472,0.9496467668237202,5.0
dermatology,knn,kde_reconstructed,0.9538221930176596,0.0226997424457742,0.8230707070707071,0.9571003722525462,0.9536505879261518,2.0
dermatology,knn,mc_ccr,0.9504422794524064,0.0248324545847091,0.8175151515151515,0.9538831482527136,0.949716569270589,6.0
dermatology,knn,mdo,0.9533096264067084,0.0233429817161409,0.8217373737373737,0.9565882949578602,0.9529622838156508,3.0
dermatology,knn,none,0.9543735657586376,0.0218078694363591,0.8247373737373738,0.9575296651818392,0.9541726508123252,1.0
dermatology,knn,ros,0.938451194542047,0.0270616972772122,0.7856262626262627,0.9430528473137167,0.9382960562445096,12.0
dermatology,knn,rus,0.9223573230252344,0.0322951502766809,0.7376464646464647,0.9299681807725284,0.9233159003775744,15.0
dermatology,knn,smote,0.943278904188667,0.0245570258683682,0.7936767676767676,0.947342932429889,0.942246589813458,10.0
dermatology,knn,soup,0.9453500805250412,0.0265722366579803,0.807270092226614,0.9490134889265324,0.9425956358283608,8.0
dermatology,rf,allknn,0.9709143640009088,0.0179101019704883,0.8585555555555555,0.9730185185185184,0.9723134933297328,6.0
dermatology,rf,borderline_smote,0.9720867074353704,0.0211499928992837,0.8827777777777777,0.9736851851851852,0.9736859266293492,2.0
dermatology,rf,global_cs,0.9678238590679988,0.0187712497340101,0.8522222222222223,0.9701296296296296,0.9684995510074816,12.0
dermatology,rf,gmm_sampling,0.971475523528369,0.0197227731624948,0.8718888888888888,0.973366281866282,0.9707650263438566,4.0
dermatology,rf,gpmr_v3,0.9692608077274903,0.0210948744223765,0.8588888888888888,0.9715,0.9694878160383484,10.0
dermatology,rf,kde_reconstructed,0.9689417460342792,0.0194987606226739,0.8578888888888889,0.9711666666666668,0.9698097358825122,11.0
dermatology,rf,mc_ccr,0.9717361382024866,0.019659823035746,0.8726666666666667,0.9736481481481484,0.9723232325160992,3.0
dermatology,rf,mdo,0.9725428899929872,0.0187094489046574,0.8751111111111111,0.9742989417989416,0.9723759247039542,1.0
dermatology,rf,none,0.9672246686401176,0.0213326619765486,0.8587777777777778,0.9694074074074074,0.9710650271212607,13.0
dermatology,rf,ros,0.9664138911578236,0.0223373411681565,0.853,0.9688333333333334,0.9671629318699,14.0
dermatology,rf,rus,0.9619150405535613,0.023531003847015,0.831919191919192,0.965004329004329,0.9629873797936211,15.0
dermatology,rf,smote,0.9702343947233456,0.0196687862800338,0.8698888888888889,0.9721666666666668,0.970748954242434,7.0
dermatology,rf,soup,0.9700015057291168,0.02075584589087,0.8613333333333334,0.9721747913921828,0.969009465715324,8.0
dry-bean,cart,allknn,0.9205243014479628,0.0041865540921802,0.8533212234044285,0.9216078628381744,0.9229936022984716,1.0
dry-bean,cart,borderline_smote,0.9063761436667328,0.0050961446814226,0.826276144101739,0.9078060541462036,0.906161838116334,14.0
dry-bean,cart,global_cs,0.9081790535496272,0.0043278793509109,0.8279632424817435,0.909474447350063,0.909720159401469,10.0
dry-bean,cart,gmm_sampling,0.906743302750465,0.0074648501564845,0.773094000398533,0.9091777771758104,0.9073353968976734,13.0
dry-bean,cart,gpmr_v3,0.9105252486631552,0.0052959742178814,0.8342060970287712,0.9118061606234577,0.9093085654936284,5.0
dry-bean,cart,kde_reconstructed,0.90834339346495,0.0049393142348738,0.8231024667931689,0.9098020358321994,0.9093535453483956,9.0
dry-bean,cart,mc_ccr,0.9087096688711004,0.0050029858153972,0.8235199240986718,0.910098657762085,0.9096050052624324,8.0
dry-bean,cart,mdo,0.9073594438872884,0.0048057556967823,0.8195747081823932,0.908790809447156,0.9067162197353112,12.0
dry-bean,cart,none,0.9087197279051042,0.0044107333507817,0.8270180696912196,0.9100443282665444,0.9099879381018864,7.0
dry-bean,cart,ros,0.9080858323967698,0.0047325472153279,0.8284856921438297,0.9093778301124804,0.909463843835771,11.0
dry-bean,cart,rus,0.8988484403946263,0.0052263802254164,0.8154651164124834,0.9005173409334983,0.8977019922210985,15.0
dry-bean,cart,smote,0.9103099644660392,0.0046216496345897,0.8255684693232133,0.9116820749068444,0.9106598440497824,6.0
dry-bean,cart,soup,0.9160496462873984,0.0051855082891908,0.811838449199483,0.9176809596970006,0.9130936584904183,2.0
dry-bean,knn,allknn,0.9305282303009724,0.0041099401256773,0.8690515217153093,0.9314583581252712,0.9335843967339684,7.0
dry-bean,knn,borderline_smote,0.915844453914342,0.0041963481226878,0.8518217247261355,0.9171619730626902,0.9133448671942036,15.0
dry-bean,knn,global_cs,0.9223336108279488,0.0041836345982455,0.8646188024704893,0.9232629157867644,0.9198829240952354,14.0
